384/1000: .?.#?#???.? 1,4 -> 2 | 9 | 820
385/1000: #????##???#???.??..? 2,7,1,1,1 -> 6 | 62 | 68408
386/1000: ??????????.?.## 1,2,2,1,2 -> 25 | 625 | 9765625
387/1000: ??##?##..?.??????#. 5,7 -> 1 | 1 | 1
388/1000: ???.??.??###? 2,1,1,4 -> 4 | 16 | 1024
389/1000: #??.?#?#??? 1,1,6 -> 2 | 4 | 32
390/1000: ????###?????# 6,2,1 -> 3 | 13 | 1057
391/1000: ?.?#???#??..??#?#.. 7,3 -> 2 | 4 | 32
392/1000: ??##??###????? 2,6 -> 2 | 4 | 32
393/1000: ?.?#??????? 1,3 -> 6 | 79 | 180324
394/1000: ???#.????#?#??.?? 2,3,1,2 -> 3 | 38 | 77227
395/1000: ?.?.?#??#. 1,5 -> 2 | 6 | 162
396/1000: ?#????###???####?. 5,10 -> 1 | 2 | 16
397/1000: ???????#??#??.#? 5,1,1,1,1 -> 2 | 12 | 2592
398/1000: ???##??.?.??.????? 5,1,1,1,3 -> 15 | 383 | 6375603
399/1000: #??.?##??.#?#?????# 1,1,5,3,2,1 -> 2 | 4 | 32
400/1000: #???.???.???. 3,1,2 -> 6 | 96 | 393216
401/1000: ?????#??????????# 1,1,1,10 -> 3 | 12 | 768
402/1000: #..?##??????##?? 1,13 -> 1 | 1 | 1
403/1000: ??#?????#???#????#?# 5,2,2,1,1,1 -> 15 | 255 | 1252815
404/1000: ???#??#???#?#? 3,5,1 -> 2 | 4 | 32
405/1000: ##??????.???? 8,1 -> 4 | 44 | 58564
406/1000: ??#??..?.?? 3,1 -> 10 | 135 | 332150
407/1000: ??##?.??.???????.??? 3,3 -> 12 | 258 | 2564100
408/1000: ?????????#. 4,1,2 -> 3 | 18 | 3888
409/1000: ??.???????##?#. 1,8 -> 4 | 22 | 3660
410/1000: ?.?.#????# 1,3,1 -> 2 | 5 | 78
411/1000: ?#.?.??#.#..#.. 1,1,2,1,1 -> 1 | 2 | 16
412/1000: ?.?.???.##.. 1,2,2 -> 4 | 34 | 20880
413/1000: ??##???????.?.#?#??? 1,2,4,1,3,1 -> 8 | 96 | 165888
414/1000: ?.??.#.??.? 1,2 -> 1 | 4 | 256
415/1000: ???##?????. 5,1 -> 10 | 140 | 384160
416/1000: .?#??.??.. 2,1 -> 5 | 36 | 13436
417/1000: .?????.??# 2,1,3 -> 3 | 18 | 3888
418/1000: ?????.?.???##??.??# 1,2,1,7,1,1 -> 3 | 9 | 243
419/1000: ?????##?.?#.?? 7,1,1 -> 4 | 20 | 2500
420/1000: ?.?#?#???.?#?? 4,2 -> 4 | 16 | 1024
421/1000: ?????#..#???? 2,2,4 -> 2 | 6 | 162
422/1000: ???#??#?.??#???# 2,2,4,1 -> 6 | 36 | 7776
423/1000: ?#?????#??###.??? 2,1,7,3 -> 3 | 12 | 768
424/1000: .??.?#?.?. 1,1,1 -> 2 | 16 | 8192
425/1000: .??##???????#.? 3,1 -> 2 | 4 | 32
426/1000: ???###??????.?.???? 7,2,4 -> 6 | 60 | 60000
427/1000: ...??.??#??.?# 2,3,1 -> 3 | 15 | 1875
428/1000: ?.?###???#???# 1,5,5 -> 2 | 4 | 32
429/1000: ????#??#?#?????#???? 14,1 -> 7 | 105 | 354375
430/1000: ???##??.?#. 3,1,1 -> 1 | 5 | 625
431/1000: ?.????##??#??.?.? 1,1,8,1,1 -> 3 | 9 | 243
432/1000: ??????##????#????? 1,14 -> 6 | 70 | 111157
433/1000: ??#???##??????#?. 8,5 -> 5 | 25 | 3125
434/1000: ?#?##??#.##? 1,2,2,3 -> 1 | 1 | 1
435/1000: ?#???????#? 3,1,1 -> 7 | 97 | 258102
436/1000: ?#???##?????? 9,2 -> 3 | 14 | 1422
437/1000: ??#??.??????.? 1,4,1,1 -> 1 | 16 | 65536
438/1000: ??##?#????.?? 4,4,1 -> 2 | 4 | 32
439/1000: #??..????#?????. 1,1,1,7 -> 3 | 9 | 243
440/1000: ?#?#???????#.??#.?.. 8,1,1,1 -> 5 | 49 | 46118
441/1000: ..???#.??.? 4,2 -> 1 | 2 | 16
442/1000: ?.?###????.???? 1,4,2,1 -> 14 | 448 | 14680064
443/1000: .?#?#.?..#? 3,1 -> 1 | 1 | 1
444/1000: ????..?##?#?###?? 1,1,8 -> 3 | 30 | 30000
445/1000: .#.?#?##?..#...#. 1,6,1,1 -> 1 | 1 | 1
446/1000: ???#???..?#.???? 2,1,2,4 -> 4 | 46 | 69960
447/1000: ????#...?? 1,2,2 -> 2 | 6 | 162
448/1000: #?#??.#????#????? 1,2,6,2 -> 3 | 9 | 243
449/1000: ..?#??#??#??.?.?.#?? 10,3 -> 1 | 1 | 1
450/1000: .??#????#?? 4,2 -> 5 | 25 | 3125
451/1000: #????..??.?##?#? 2,2,1,5 -> 4 | 32 | 16384
452/1000: ?..?.???#???#?#?#? 1,1,2,5,2 -> 3 | 17 | 3093
453/1000: ???#.?#?#???? 3,1,1,1 -> 3 | 15 | 1875
454/1000: .??..??.##?#.?. 2,4 -> 2 | 4 | 32
455/1000: ?#???.??#.?. 3,1 -> 2 | 6 | 162
456/1000: ?#??#.?#?#????? 4,8 -> 2 | 4 | 32
457/1000: ???.??????#??#? 1,1,1,4 -> 24 | 1640 | 523289074
458/1000: ?#?#??.??#.??.????? 1,3,2,1,5 -> 2 | 8 | 512
459/1000: ?????.?.????? 5,1,1 -> 11 | 342 | 10278420
460/1000: ?????.????? 2,2,2 -> 8 | 206 | 3517215
461/1000: ?.??#???#..?#.? 7,2 -> 1 | 1 | 1
462/1000: .???????.#??#. 4,2,1 -> 4 | 16 | 1024
463/1000: .#??##.??#? 1,3,1 -> 1 | 1 | 1
464/1000: ?????????????#???#? 2,1,2,1,6 -> 50 | 3857 | 1770469878
465/1000: ??#??????#?.??.?? 11,1,1 -> 4 | 24 | 5184
466/1000: ##.?.???#?.??? 2,1,5,1 -> 3 | 9 | 243
467/1000: ??##????###???#??. 11,3 -> 6 | 36 | 7776
468/1000: ????.#?.?##?? 1,1,1,4 -> 6 | 54 | 39366
469/1000: ???.?.??.?.#???? 3,1,1,1,1 -> 21 | 1244 | 258597092
470/1000: ???#??#??.?# 1,1,2,1 -> 4 | 20 | 2500
471/1000: .??##?..?. 3,1 -> 2 | 10 | 1250
472/1000: ??#?#??##??#??#?#.#? 2,2,6,3,1 -> 1 | 1 | 1
473/1000: ??##??##?#??##??.?? 8,1,3,1,1 -> 2 | 4 | 32
474/1000: ????#?.???#.??? 4,4,1 -> 6 | 54 | 39366
475/1000: #..???#???????????. 1,1,3,5,1 -> 12 | 163 | 408513
476/1000: ??????.???..?. 1,1 -> 38 | 3705 | 3434013984
477/1000: ????#?#???? 5,1 -> 7 | 97 | 258102
478/1000: ?..#????#?? 2,5 -> 1 | 3 | 81
479/1000: ???.????????#? 2,5,2 -> 10 | 120 | 207360
480/1000: ?.?????#?#??#????? 1,10,2 -> 10 | 230 | 2798410
481/1000: #????#...??? 6,2 -> 2 | 4 | 32
482/1000: ???????.????.?## 2,3,3,2 -> 6 | 36 | 7776
483/1000: ?###.????? 3,1,1 -> 6 | 60 | 60000
484/1000: ?#.#??#?.??.?.. 1,1,2,2,1 -> 2 | 14 | 4802
485/1000: #?.?#??.????? 1,1,2 -> 4 | 36 | 26244
486/1000: .???.#?##? 2,1,3 -> 2 | 4 | 32
487/1000: ?#??##?.?? 1,3 -> 2 | 4 | 32
488/1000: ???#.?????#???????#. 3,12,1 -> 1 | 2 | 16
489/1000: ??#?????#.? 2,2 -> 2 | 4 | 32
490/1000: ??.??..?.???? 1,1,4 -> 8 | 166 | 1483072
491/1000: ?????#??#??.????.. 9,3 -> 6 | 36 | 7776
492/1000: ????.???##?###. 4,6 -> 1 | 2 | 16
493/1000: ????.?#?##?????## 3,6,4 -> 4 | 24 | 5184
494/1000: .??#???##???????.?#? 1,8,1,2 -> 14 | 436 | 13169274
495/1000: ??????#????#??? 2,3,7 -> 2 | 9 | 820
496/1000: ?.??.#?##?????##?? 5,2 -> 1 | 1 | 1
497/1000: ???#?.???.?.?#? 1,2,1,1,3 -> 12 | 192 | 786432
498/1000: ###??##????#.????? 3,2,1,2,1,1 -> 6 | 36 | 7776
499/1000: #???#????? 7,1 -> 2 | 7 | 300
500/1000: ??#.?#???? 1,3 -> 2 | 4 | 32
501/1000: ??.#?????????????? 1,2,1,1,1,6 -> 2 | 12 | 2592
502/1000: .?#?#????.???????? 8,2,1 -> 15 | 315 | 2917215
503/1000: ????.??#?#?#?? 1,1,9 -> 3 | 12 | 768
504/1000: ?.??.?????????.???? 1,1,4,1,1,1 -> 128 | 36352 | 832689963008
505/1000: ????????#. 1,1,1 -> 15 | 541 | 25381383
506/1000: ??#.???.?.###. 3,3,1,3 -> 1 | 1 | 1
507/1000: .??.##?###?????#? 7,2 -> 2 | 4 | 32
508/1000: ???????#??#??.? 1,1,1,5,1 -> 6 | 76 | 154454
509/1000: #..?.#???????.???#?? 1,6,3 -> 3 | 9 | 243
510/1000: .????????..??.#??? 2,4,1,3 -> 6 | 54 | 39366
511/1000: ?#??.?.??#. 3,1,2 -> 2 | 8 | 512
512/1000: ??#???#??#.???#?? 6,1,1,1,1 -> 4 | 44 | 58564
513/1000: ??.?##??#???????? 1,3,1,2,2 -> 24 | 960 | 61440000
514/1000: ??.??????##????. 3,4 -> 6 | 57 | 48870
515/1000: ?.??.?#?#?????#?#?? 1,1,6,5 -> 10 | 190 | 1303210
516/1000: .#??????##????????#? 3,1,4,2,3 -> 11 | 231 | 2139291
517/1000: .???##?#.??#??#### 5,8 -> 1 | 2 | 16
518/1000: ??#.?.??????????#?? 1,1,1,1,1,4 -> 120 | 27706 | 340997803385
519/1000: ???#??.???.?? 4,1 -> 16 | 321 | 2592150
520/1000: ????.??###?#???#? 1,5,5 -> 4 | 50 | 97656
521/1000: ?#????##?#?.????? 9,1 -> 5 | 34 | 10690
522/1000: ?#???????.#?#?.????. 4,1,4,1,1 -> 21 | 1113 | 165700101
523/1000: #??????##??#??.??? 4,4,2,3 -> 3 | 9 | 243
524/1000: .??#???##??.??????? 3,4,4 -> 24 | 738 | 21458122
525/1000: ???#???#?????#????? 1,1,2,5,3 -> 9 | 198 | 2108304
526/1000: ..???.#????? 1,1,6 -> 1 | 1 | 1
527/1000: .???#?#???##????.? 1,12 -> 3 | 33 | 43923
528/1000: ????????#?????? 6,1 -> 17 | 717 | 53793507
529/1000: #.??#??#???#? 1,7,1 -> 2 | 4 | 32
530/1000: ???#.?..??????? 2,5 -> 3 | 15 | 1875
531/1000: .#??..#.????? 3,1,4 -> 2 | 6 | 162
532/1000: ???#?#????.##????# 7,2,2,1,1 -> 2 | 4 | 32
533/1000: ?.?#??.???.#????.? 1,1,1,1,3,1 -> 18 | 687 | 38195256
534/1000: ??#?????#??????##?? 4,10 -> 6 | 48 | 24576
535/1000: ?#????#.?#??# 3,2,4 -> 2 | 4 | 32
536/1000: #??#????#???????#?. 10,1,1 -> 4 | 39 | 36147
537/1000: ???##???#???? 1,3,2,2 -> 9 | 117 | 257049
538/1000: #??##????#?#???#??? 13,2 -> 2 | 8 | 512
539/1000: .???????#?#..???? 2,2,1,1,2 -> 13 | 383 | 9794111
540/1000: ?##?##????#??.?#?? 5,1,3,3 -> 6 | 36 | 7776
541/1000: ?#???#??...?? 3,2,1,2 -> 1 | 1 | 1
542/1000: ?#?####???#???? 9,4 -> 1 | 3 | 81
543/1000: ????#?#???? 1,1,5 -> 4 | 28 | 9604
544/1000: ??.?#?##???. 1,1,4 -> 2 | 8 | 512
545/1000: .?..?????? 1,1,1 -> 14 | 621 | 54197879
546/1000: ?.????#??#???.# 4,2,1 -> 4 | 20 | 2500
547/1000: ???#.????? 2,1,1 -> 11 | 268 | 3875797
548/1000: .???#????#??#?#??? 1,11 -> 4 | 27 | 8303
549/1000: ??#.????#?? 2,4 -> 3 | 12 | 768
550/1000: .?#??????#?? 7,1,1 -> 1 | 2 | 16
551/1000: .#???????.? 2,3 -> 3 | 12 | 768
552/1000: ?#?##??.?? 5,1 -> 5 | 29 | 5658
553/1000: #?.??#?#?#?? 2,8 -> 2 | 6 | 162
554/1000: ??.?????????###?#?? 1,1,1,1,10 -> 2 | 12 | 2592
555/1000: .??????#??#?.. 1,5,2 -> 4 | 28 | 9604
556/1000: ????.????????#..??. 4,3,4,2 -> 2 | 8 | 512
557/1000: #??????##??##??. 4,5,2,1 -> 1 | 3 | 81
558/1000: #?.#?#??????#.? 2,1,3,3,1 -> 1 | 1 | 1
559/1000: .??#????#.??. 1,2,1,1 -> 5 | 104 | 935886
560/1000: ?.?.###??#.? 1,3,1,1 -> 2 | 8 | 512
561/1000: ?..?.##???.?.??. 2,2,1 -> 3 | 50 | 231481
562/1000: ??????.?##???????#? 4,7,2 -> 12 | 168 | 460992
563/1000: ##.?.?.??? 2,1,1 -> 8 | 64 | 32768
564/1000: ??????#?#?#??# 1,3,1,1 -> 5 | 34 | 10690
565/1000: #????#?..??# 1,1,1,1 -> 3 | 13 | 1057
566/1000: .??##??????##??. 12,1 -> 1 | 4 | 256
567/1000: .#????#?## 1,6 -> 1 | 2 | 16
568/1000: ??#.???.?. 1,1 -> 5 | 50 | 50000
569/1000: ?.????#???##.??# 2,7,3 -> 1 | 3 | 81
570/1000: ?..???#??#. 4,1 -> 2 | 8 | 512
571/1000: ??#????#????? 2,3,3 -> 6 | 94 | 361457
572/1000: .#????#????#???#.?? 1,3,4,1,1 -> 13 | 313 | 4368650
573/1000: .??###?#??.??. 5,1,1 -> 5 | 55 | 73205
574/1000: #.??##???#?????.?? 1,11 -> 3 | 9 | 243
575/1000: ??...?.??. 2,1 -> 3 | 24 | 12288
576/1000: ??#??????? 1,4,2 -> 2 | 9 | 820
577/1000: ??.#..#????????#??.# 1,1,5,1,3,1 -> 6 | 36 | 7776
578/1000: ..?#??????.???#. 2,3,4 -> 5 | 25 | 3125
579/1000: .?##??????????.#? 4,6,2 -> 5 | 25 | 3125
580/1000: ..???????? 1,2,1 -> 10 | 296 | 7676563
581/1000: #??##??#??#?.?##.?? 1,4,1,2,3,1 -> 4 | 16 | 1024
582/1000: ?#?#?#????#?.. 6,2,2 -> 1 | 1 | 1
583/1000: ???##????.?.#?..#?? 5,2,2,2 -> 3 | 9 | 243
584/1000: ??????#??# 1,5,1 -> 3 | 9 | 243
585/1000: ???????##? 1,1,4 -> 9 | 142 | 557732
586/1000: ?#?????????.?#??? 1,2,2,4 -> 20 | 660 | 23718420
587/1000: ?#?#????#??.???##??? 1,1,3,1,2,2 -> 8 | 173 | 1749502
588/1000: ?????.?.?#.? 2,1,2 -> 7 | 141 | 1152344
589/1000: ??#??????????????.? 3,1,3,1,2 -> 55 | 10480 | 72503181151
590/1000: #?.??#????? 2,4,2 -> 3 | 12 | 768
591/1000: .???##???..??? 1,3,1,1 -> 15 | 507 | 19577537
592/1000: ???#?????#???? 9,2 -> 3 | 22 | 8676
593/1000: .??.??...#????????. 1,2,3 -> 21 | 705 | 26674641
594/1000: ??.???##.#??#????# 2,5,2,1,1,1 -> 2 | 4 | 32
595/1000: #??????#???###? 6,7 -> 1 | 2 | 16
596/1000: ????????????..????#? 9,5 -> 8 | 120 | 405000
597/1000: ?????.????## 2,1,4 -> 7 | 123 | 667307
598/1000: ??##??#.?????????? 7,1,1,2,1 -> 15 | 260 | 1354002
599/1000: ???????#????.?.? 9,1,1,1 -> 3 | 12 | 768
600/1000: .??.#..????# 2,1,2,1 -> 2 | 4 | 32
601/1000: .#??#????.??#.. 8,1 -> 1 | 1 | 1
602/1000: #??.???#??.?..#? 1,1,4,1,1 -> 5 | 33 | 9487
603/1000: ??..???.#??## 1,1,1,5 -> 2 | 4 | 32
604/1000: #?#??##??????????? 4,2,1,1,3 -> 20 | 600 | 16200000
605/1000: ?#?????#?? 3,1,3 -> 4 | 22 | 3660
606/1000: .?##.???.?#??#?#?#?? 2,3,2,7 -> 3 | 9 | 243
607/1000: ?.#??#??#. 2,4 -> 1 | 1 | 1
608/1000: ?#?#?..?.?????.?? 4,4,2 -> 4 | 24 | 5184
609/1000: ..?#????#??#??#???. 1,1,8,1 -> 4 | 48 | 82944
610/1000: #????????.#??? 2,2,1,2 -> 11 | 270 | 3992794
611/1000: .###??.??#. 3,1,1 -> 2 | 6 | 162
612/1000: #???.?????.#??? 1,1,4,1,1 -> 8 | 64 | 32768
613/1000: ??.??#??????.??.? 1,8,1 -> 12 | 264 | 2811072
614/1000: ##???.??.???#? 4,2,1 -> 2 | 8 | 512
615/1000: ?????#?##?.??#??#. 7,1,4 -> 2 | 4 | 32
616/1000: ??..?.????#??????## 1,1,6,3 -> 17 | 579 | 22875336
617/1000: ?????##??????#?##?.? 2,14 -> 3 | 21 | 7203
618/1000: #???#??#?##?.?# 2,1,1,3,1 -> 1 | 1 | 1
619/1000: ???.#????#?? 1,2,3 -> 10 | 135 | 332150
620/1000: ???..??#?##? 3,7 -> 1 | 1 | 1
621/1000: .????????#???? 1,2,2,1 -> 39 | 3974 | 4204531688
622/1000: ?#??#?###? 1,5 -> 1 | 1 | 1
623/1000: ????.#?.?. 1,2,1 -> 5 | 69 | 181336
624/1000: ????..???.???#??. 2,4 -> 15 | 294 | 2213683
625/1000: ??.??.??????## 1,1,2,4 -> 8 | 128 | 524288
626/1000: ?.?????##???##? 1,1,1,7 -> 3 | 18 | 3888
627/1000: ?#?????#??#?????..?# 1,1,2,4,1,1 -> 9 | 89 | 86066
628/1000: ?..??#?#..#?? 5,1,1 -> 1 | 3 | 81
629/1000: ???????##???# 1,1,7 -> 6 | 71 | 117646
630/1000: #?.??.???#??.?? 2,1,5,2 -> 4 | 16 | 1024
631/1000: ????#??####??#??? 1,2,4,3 -> 10 | 160 | 655360
632/1000: ??#.???.??. 3,1,1 -> 7 | 49 | 16807
633/1000: .?#???????????.#? 2,1,4,1,2 -> 14 | 196 | 537824
634/1000: ?#.??##??????#?#???? 1,4,1,6 -> 19 | 418 | 4450864
635/1000: ??#.?#??.?##?????# 1,1,2,1,6,1 -> 2 | 4 | 32
636/1000: ??#?.##???#???? 3,7,1 -> 4 | 20 | 2500
637/1000: ????.????#.??.? 3,1,1,1,1 -> 18 | 666 | 33734898
638/1000: .?#???#??? 3,1,1 -> 4 | 24 | 5184
639/1000: #?.??#??????#?#?? 2,2,8,1 -> 1 | 1 | 1
640/1000: ?.??.?#???? 1,1,2 -> 10 | 274 | 5636405
641/1000: .#?#???#?#??????#.? 9,4 -> 1 | 1 | 1
642/1000: ??.?#??.?#. 1,3,1 -> 4 | 24 | 5184
643/1000: ??#.?.?#??#??#? 3,1,1,1 -> 1 | 1 | 1
644/1000: .##??????? 4,1 -> 4 | 20 | 2500
645/1000: #??#??????#?#?# 4,9 -> 1 | 1 | 1
646/1000: ??.?#??????? 2,5,1 -> 5 | 45 | 32805
647/1000: ?.????..#. 1,1,1 -> 7 | 125 | 711780
648/1000: ???#?.???.?????#? 2,1,1,1,2 -> 65 | 7629 | 12334751079
649/1000: ?...##?.?# 1,2,1 -> 1 | 1 | 1
650/1000: ?.??#??###???#?? 1,1,1,7,1 -> 1 | 1 | 1
651/1000: .?...??.?#??# 1,1,2,1 -> 4 | 16 | 1024
652/1000: .#?#??##?? 3,3 -> 2 | 4 | 32
653/1000: .????????..??? 8,1 -> 3 | 12 | 768
654/1000: #????????## 1,8 -> 1 | 1 | 1
655/1000: ..???????????? 1,6,1 -> 10 | 296 | 7676563
656/1000: ??.?.???#????? 2,1,5 -> 7 | 191 | 3880068
657/1000: ??#??.?????????? 3,1,7 -> 13 | 280 | 2797705
658/1000: #.##?#.??.#?.#?. 1,4,1,1,2 -> 2 | 4 | 32
659/1000: ????.?????#?.?. 2,1,2,3 -> 3 | 27 | 19683
660/1000: .???#???#?..#?#? 1,1,2,1,1 -> 5 | 35 | 12005
661/1000: #?????????#.?.. 8,1 -> 1 | 2 | 16
662/1000: ???#?????.#.?. 3,1 -> 3 | 9 | 243
663/1000: ?##??#???? 2,3 -> 2 | 4 | 32
664/1000: ???.??#?????.? 5,1 -> 6 | 114 | 781926
665/1000: ??.???#????? 2,4 -> 6 | 112 | 728481
666/1000: #??#?#.?.??? 1,4,1,1 -> 4 | 20 | 2500
667/1000: ??#??#?#?????.??#?. 9,1,4 -> 6 | 60 | 60000
668/1000: ??###??##????.???? 10,2 -> 10 | 164 | 723394
669/1000: ???.????#.?.? 2,5 -> 2 | 8 | 512
670/1000: ?#??.?#.???.#????.? 3,1,2,1,2,1 -> 8 | 96 | 165888
671/1000: ????.?##????? 1,3,2 -> 20 | 740 | 37483220
672/1000: ????????#?? 2,2 -> 11 | 212 | 1517628
673/1000: ??#??.???#.?.#?.?# 3,1,1,1,1,1 -> 9 | 117 | 257049
674/1000: #??.??###???.#?.#? 1,1,6,1,1,1 -> 1 | 1 | 1
675/1000: ?????#??????#? 3,8 -> 2 | 7 | 300
676/1000: .##????#?? 3,1 -> 1 | 1 | 1
677/1000: ????.???#?????#??? 1,12 -> 8 | 126 | 492280
678/1000: .##??..#??. 3,3 -> 1 | 1 | 1
679/1000: ????..???. 1,1,1 -> 13 | 529 | 35644508
680/1000: ?#.?.?.???##?.? 1,1,1,1,4 -> 1 | 9 | 6561
681/1000: ?.#????#?#? 1,4 -> 2 | 4 | 32
682/1000: ???#?????..?#? 5,1,1,1 -> 1 | 4 | 256
683/1000: .###??#??# 6,1 -> 1 | 1 | 1
684/1000: #?#?..???.? 3,1 -> 4 | 19 | 2036
685/1000: #???.?.#?.?.# 4,1,2,1 -> 1 | 3 | 81
686/1000: #?.?#??##??#????? 1,3,2,3 -> 2 | 4 | 32
687/1000: .#?###.#?#.??.???. 5,1,1,1,1,1 -> 2 | 18 | 13122
688/1000: .#?#??#??????? 1,1,2,5 -> 3 | 16 | 2427
689/1000: ???.??#?.????.?.??# 1,3,2,1,1,1 -> 30 | 1524 | 199791084
690/1000: .?..??.?#???#????? 1,2,1,6 -> 6 | 48 | 24576
691/1000: .#???#.???? 2,1,3 -> 2 | 6 | 162
692/1000: ?????.?#?? 1,2 -> 10 | 156 | 592240
693/1000: ?????.?.?.? 2,1 -> 15 | 447 | 11829225
694/1000: ?.?????.?##??? 1,3 -> 12 | 204 | 1002252
695/1000: ????.????.##?#??#? 1,1,1,7 -> 24 | 960 | 61440000
696/1000: ???????...???## 6,3 -> 2 | 6 | 162
697/1000: ??????.?.?#?##? 3,6 -> 4 | 28 | 9604
698/1000: .???##???#????.?? 11,1 -> 7 | 76 | 97265
699/1000: ????????#??##??? 1,1,1,6,1 -> 18 | 525 | 13026258
700/1000: #?#????.???#????. 7,1,4,1 -> 1 | 2 | 16
701/1000: ?.?????.##???? 1,2,3 -> 13 | 383 | 9794111
702/1000: ???###.?.???# 6,1,1,1 -> 2 | 4 | 32
703/1000: ??#??#.??..??#??..?? 5,1,1,3,2 -> 2 | 8 | 512
704/1000: ????????#?? 1,2,4 -> 10 | 188 | 1249198
705/1000: #???#?.????????? 1,3,1,1,1 -> 70 | 6168 | 4219717142
706/1000: .????#???? 1,2,1 -> 12 | 295 | 4382726
707/1000: ??#?.#??#?#?? 2,1,6 -> 2 | 8 | 512
708/1000: ?.????##????#? 1,7,2 -> 6 | 50 | 28935
709/1000: ??...??#??#???#? 1,11 -> 2 | 6 | 162
710/1000: ?#???#????#????. 1,5,1,3 -> 2 | 12 | 2592
711/1000: #?#???#???. 5,2 -> 1 | 3 | 81
712/1000: ##??##??#?.#..#?#. 9,1,1,1 -> 1 | 1 | 1
713/1000: ??#..#?#???###??. 1,11 -> 1 | 1 | 1
714/1000: ??#??#??????? 7,2 -> 9 | 133 | 429219
715/1000: ?.??#?..??..?# 3,2 -> 2 | 8 | 512
716/1000: ?..#?.???? 1,1,1 -> 7 | 108 | 396644
717/1000: .??.??#???. 2,1,4 -> 1 | 1 | 1
718/1000: ..?#?????? 1,2 -> 4 | 36 | 26244
719/1000: .??##?##??.???#? 7,3 -> 6 | 54 | 39366
720/1000: ??#??#?..?????# 4,1,2,1,1 -> 1 | 1 | 1
721/1000: .?#??#?#??#?????? 2,4,1,1,1 -> 18 | 573 | 18484213
722/1000: ??#?###????.#??##??. 7,7 -> 3 | 9 | 243
723/1000: ????.?.???? 1,1 -> 30 | 2220 | 899597280
724/1000: .??##??.#.? 5,1 -> 2 | 4 | 32
725/1000: ??????#??..??? 5,1 -> 11 | 225 | 1925537
726/1000: .?????????#???? 4,4 -> 14 | 218 | 823079
727/1000: ??????#??? 1,3 -> 12 | 232 | 1676517
728/1000: ???#?#?#??????#? 6,2,1,1,1 -> 1 | 1 | 1
729/1000: ?#??#??.??.??..? 7,1,1 -> 8 | 148 | 937080
730/1000: .???#??.??.#??##??.? 5,5 -> 2 | 4 | 32
731/1000: ???.?????##??. 2,5 -> 9 | 108 | 186624
732/1000: ???#?.?????#?. 4,4 -> 4 | 16 | 1024
733/1000: ???#.?#????#. 1,6 -> 1 | 1 | 1
734/1000: ##??.###??#???.????? 4,9,1,2 -> 3 | 12 | 768
735/1000: ??????#???. 2,6 -> 3 | 18 | 3888
736/1000: ????#???### 1,7 -> 3 | 10 | 370
737/1000: .?..????#. 1,1,1 -> 4 | 58 | 176820
738/1000: .?.#???.????#?#? 1,4,4 -> 2 | 8 | 512
739/1000: ?????.??#?#???. 1,2,4,1 -> 9 | 195 | 1983402
740/1000: ?.?.?.?????#??#??? 1,1,1,1,7,1 -> 4 | 20 | 2500
741/1000: ..?.???#?#???# 1,1,8 -> 1 | 3 | 81
742/1000: ..?#??.?#?????.?? 3,3,2,1 -> 12 | 216 | 1259712
743/1000: #??#?#??#..?..??.?? 4,1,1,1,1,1 -> 4 | 16 | 1024
744/1000: ?#?????.?##??? 3,2,5 -> 6 | 54 | 39366
745/1000: #?.?.??#?.?#?????? 1,1,1,1,2,5 -> 1 | 1 | 1
746/1000: ?#?.?.????? 3,1,2 -> 7 | 81 | 125500
747/1000: ?.???????. 2,2 -> 6 | 108 | 629856
748/1000: #???#??#????.?#.#?? 1,3,5,1,1,1 -> 3 | 9 | 243
749/1000: ?????????????..?? 1,1,6,1 -> 45 | 4410 | 4150656720
750/1000: ?#?????#??. 1,5 -> 3 | 9 | 243
751/1000: ?#.?#?????#???#?? 1,10,1,1 -> 1 | 2 | 16
752/1000: #.???.???? 1,1,1 -> 16 | 444 | 9487940
753/1000: .#??????#???#?.? 1,4,1,2 -> 3 | 30 | 30000
754/1000: ?????...??#??##?? 5,2,3 -> 3 | 21 | 7203
755/1000: ?#???.?.?? 4,1,1 -> 4 | 34 | 20880
756/1000: .?.????.#???##???. 1,1,1,1,5 -> 16 | 798 | 99003743
757/1000: ??#?.???#??? 2,4 -> 8 | 64 | 32768
758/1000: ?#.???.?#???#??.???? 1,1,3,3,1,1 -> 27 | 2061 | 916686160
759/1000: ??.#?#????##??? 1,2,5 -> 3 | 9 | 243
760/1000: ?.#.##?#??##..??#.? 1,1,8,1,1,1 -> 1 | 1 | 1
761/1000: ?.??????????##?#???? 1,8 -> 40 | 1970 | 235334137
762/1000: ????.??.??.????#?? 2,1,1,1,2,1 -> 44 | 5464 | 10463686833
763/1000: .#???.??#???##.?# 2,1,1,4,2 -> 2 | 8 | 512
764/1000: .???.??#?.? 2,3 -> 4 | 24 | 5184
765/1000: ..????#????#?###?.? 5,5 -> 4 | 16 | 1024
766/1000: .#?.???????? 2,1,3 -> 10 | 174 | 916636
767/1000: ???#??.?##?.???? 1,3,1 -> 8 | 128 | 524288
768/1000: ?.?#??.??.?.? 2,2 -> 2 | 20 | 20000
769/1000: ?.#?.?#?????##???#?? 2,15 -> 1 | 2 | 16
770/1000: ???????#.??##???? 3,1,3,2 -> 13 | 392 | 10747667
771/1000: ??.??#???.??.????. 2,3,1,1,1 -> 51 | 5694 | 7924271064
